client_id;montant_total;panier_moyen;frequence_achat;categorie_preferee;sexe;age;tranche_age
c_1377;3305.5099999999998;12.81205426356589;258;0.0;m;38.0;35-45
c_1378;2596.11;11.487212389380531;226;0.0;f;41.0;35-45
c_1379;1648.9199999999998;16.00893203883495;103;0.0;m;60.0;55-65
c_138;1197.23;13.604886363636364;88;0.0;m;52.0;45-55
c_1380;1103.82;13.299036144578313;83;0.0;f;52.0;45-55
c_1381;2145.7799999999997;11.725573770491803;183;0.0;f;42.0;35-45
c_1382;2548.21;12.49122549019608;204;0.0;f;49.0;45-55
c_1383;1478.04;46.18875;32;1.0;f;20.0;<25
c_1384;1779.33;13.479772727272726;132;0.0;m;50.0;45-55
c_1385;2357.65;62.04342105263158;38;2.0;f;28.0;25-35
c_1386;2085.58;17.825470085470084;117;0.0;m;67.0;65+
c_1387;1438.53;21.154852941176472;68;1.0;f;67.0;65+
c_1388;1199.03;17.129;70;1.0;m;54.0;45-55
c_1389;1573.96;18.963373493975904;83;1.0;f;69.0;65+
c_139;3356.5899999999997;38.14306818181818;88;1.0;f;26.0;25-35
c_1390;785.4399999999999;16.363333333333333;48;1.0;m;57.0;55-65
c_1391;1679.8899999999999;12.726439393939392;132;0.0;m;33.0;25-35
c_1392;618.58;18.744848484848486;33;0.0;m;20.0;<25
c_1393;1055.11;22.937173913043477;46;1.0;f;29.0;25-35
c_1394;999.39;15.61546875;64;0.0;m;49.0;45-55
c_1395;1590.11;58.89296296296296;27;2.0;m;20.0;<25
c_1396;2665.44;14.028631578947369;190;0.0;m;51.0;45-55
c_1397;1209.73;12.601354166666667;96;0.0;f;52.0;45-55
c_1398;421.68;17.57;24;0.0;m;31.0;25-35
c_1399;3718.62;42.257045454545455;88;1.0;f;29.0;25-35
c_14;359.7;19.983333333333334;18;1.0;f;53.0;45-55
c_140;915.03;12.88774647887324;71;0.0;m;44.0;35-45
c_1400;1793.43;71.7372;25;2.0;m;23.0;<25
c_1401;855.3;11.879166666666666;72;0.0;f;49.0;45-55
c_1402;382.71999999999997;16.639999999999997;23;1.0;f;58.0;55-65
c_1403;1715.1599999999999;15.592363636363634;110;0.0;f;46.0;45-55
c_1404;349.57;15.889545454545454;22;1.0;f;54.0;45-55
c_1405;2243.16;12.818057142857143;175;0.0;f;43.0;35-45
c_1406;466.09999999999997;18.644;25;1.0;f;53.0;45-55
c_1407;226.32999999999998;15.088666666666665;15;0.0;f;68.0;65+
c_1408;109.02;10.902;10;0.0;m;84.0;65+
c_1409;264.19;12.58047619047619;21;0.0;m;35.0;25-35
c_141;875.11;12.50157142857143;70;0.0;f;44.0;35-45
c_1410;4226.47;14.041428571428572;301;0.0;m;36.0;35-45
c_1411;908.38;13.557910447761193;67;0.0;m;41.0;35-45
c_1412;101.98;50.99;2;2.0;f;31.0;25-35
c_1413;4618.32;13.120227272727272;352;0.0;m;44.0;35-45
c_1414;3427.38;39.85325581395349;86;2.0;m;20.0;<25
c_1415;1432.82;71.64099999999999;20;2.0;m;31.0;25-35
c_1416;534.91;28.15315789473684;19;1.0;f;24.0;<25
c_1417;346.04;38.44888888888889;9;1.0;m;22.0;<25
c_1418;1455.1399999999999;63.266956521739125;23;2.0;f;20.0;<25
c_1419;984.27;54.681666666666665;18;2.0;m;21.0;<25
c_142;495.78;11.529767441860464;43;0.0;m;38.0;35-45
c_1420;848.21;44.64263157894737;19;1.0;m;20.0;<25
c_1421;430.75;13.89516129032258;31;0.0;f;46.0;45-55
c_1422;5131.36;13.539208443271766;379;0.0;f;44.0;35-45
c_1423;1645.79;33.58755102040816;49;1.0;m;32.0;25-35
c_1424;1296.8;14.095652173913043;92;0.0;m;33.0;25-35
c_1425;2352.06;39.201;60;0.0;m;26.0;25-35
c_1426;528.56;12.292093023255813;43;0.0;f;36.0;35-45
c_1427;1191.27;14.181785714285715;84;0.0;f;45.0;35-45
c_1428;1483.59;12.78956896551724;116;0.0;f;41.0;35-45
c_1429;2105.96;13.080496894409938;161;0.0;f;39.0;35-45
c_143;1700.58;12.981526717557252;131;0.0;m;49.0;45-55
c_1430;165.98;15.089090909090908;11;1.0;f;68.0;65+
c_1431;2135.2599999999998;62.80176470588235;34;2.0;f;25.0;<25
c_1432;1404.58;16.922650602409636;83;1.0;f;54.0;45-55
c_1433;1430.97;12.552368421052632;114;0.0;m;48.0;45-55
c_1434;1236.74;13.018315789473684;95;0.0;f;39.0;35-45
c_1435;2154.52;43.0904;50;2.0;f;26.0;25-35
c_1436;881.99;12.970441176470588;68;0.0;f;50.0;45-55
c_1437;2426.13;34.17084507042254;71;1.0;f;20.0;<25
c_1438;1229.5;14.99390243902439;82;1.0;m;57.0;55-65
c_1439;1713.46;11.347417218543047;151;0.0;f;40.0;35-45
c_144;365.24;17.392380952380954;21;1.0;m;82.0;65+
c_1440;1188.54;42.44785714285714;28;2.0;f;28.0;25-35
c_1441;528.5;15.544117647058824;34;0.0;m;47.0;45-55
c_1442;2768.7;12.642465753424657;219;0.0;f;35.0;25-35
c_1443;1445.6;15.713043478260868;92;1.0;m;68.0;65+
c_1444;189.8;11.8625;16;0.0;f;36.0;35-45
c_1445;499.84;14.281142857142857;35;0.0;m;36.0;35-45
c_1446;603.79;15.889210526315788;38;1.0;m;64.0;55-65
c_1447;1045.45;15.840151515151517;66;1.0;f;55.0;45-55
c_1448;1171.71;11.487352941176471;102;0.0;f;47.0;45-55
c_1449;875.07;11.987260273972604;73;0.0;m;44.0;35-45
c_145;785.43;14.81943396226415;53;0.0;f;37.0;35-45
c_1450;278.05;23.170833333333334;12;1.0;f;65.0;55-65
c_1451;380.06;18.098095238095237;21;1.0;f;79.0;65+
c_1452;2208.19;14.338896103896104;154;0.0;f;47.0;45-55
c_1453;1340.2;49.63703703703704;27;2.0;f;22.0;<25
c_1454;2541.49;50.8298;50;2.0;m;26.0;25-35
c_1455;1976.28;15.81024;125;1.0;f;92.0;65+
c_1456;385.34999999999997;14.27222222222222;27;0.0;m;44.0;35-45
c_1457;1395.09;13.161226415094339;106;0.0;m;39.0;35-45
c_1458;2257.05;15.565862068965519;145;1.0;m;85.0;65+
c_1459;1098.55;12.483522727272726;88;0.0;f;38.0;35-45
c_146;1370.71;15.755287356321839;87;0.0;f;57.0;55-65
c_1460;1290.59;12.652843137254902;102;0.0;m;35.0;25-35
c_1461;1240.12;14.941204819277107;83;0.0;f;48.0;45-55
c_1462;1262.42;15.395365853658538;82;0.0;m;61.0;55-65
c_1463;1367.79;15.721724137931034;87;1.0;f;62.0;55-65
c_1464;2943.35;12.578418803418803;234;0.0;f;38.0;35-45
c_1465;692.83;14.139387755102042;49;0.0;m;45.0;35-45
c_1466;1021.84;17.03066666666667;60;1.0;f;88.0;65+
c_1467;2493.22;16.402763157894736;152;1.0;m;66.0;65+
c_1468;908.55;41.29772727272727;22;2.0;m;22.0;<25
c_1469;2904.15;13.507674418604651;215;0.0;f;44.0;35-45
c_147;1075.54;14.534324324324324;74;0.0;f;68.0;65+
c_1470;114.13;12.681111111111111;9;1.0;m;86.0;65+
c_1471;1389.86;16.94951219512195;82;1.0;m;57.0;55-65
c_1472;2409.41;13.689829545454545;176;0.0;f;51.0;45-55
c_1473;1583.29;17.99193181818182;88;0.0;f;38.0;35-45
c_1474;3451.68;61.637142857142855;56;2.0;m;21.0;<25
c_1475;460.56;15.881379310344828;29;0.0;m;25.0;<25
c_1476;2003.09;16.554462809917354;121;1.0;m;53.0;45-55
c_1477;647.91;14.084999999999999;46;0.0;f;51.0;45-55
c_1478;3985.74;13.510983050847457;295;0.0;f;52.0;45-55
c_1479;2250.25;12.785511363636363;176;0.0;m;34.0;25-35
c_148;822.28;17.13083333333333;48;1.0;m;44.0;35-45
c_1480;2196.43;25.53988372093023;86;0.0;f;32.0;25-35
c_1481;1290.5;15.005813953488373;86;0.0;f;88.0;65+
c_1482;4130.71;14.752535714285715;280;0.0;f;46.0;45-55
c_1483;2008.03;48.976341463414634;41;2.0;f;20.0;<25
c_1484;618.21;16.70837837837838;37;1.0;f;64.0;55-65
c_1485;206.75;13.783333333333333;15;0.0;m;65.0;55-65
c_1486;2012.8799999999999;13.600540540540539;148;0.0;m;50.0;45-55
c_1487;692.25;19.229166666666668;36;1.0;m;62.0;55-65
c_1488;598.87;12.476458333333333;48;0.0;m;54.0;45-55
c_1489;1352.74;12.078035714285715;112;0.0;f;45.0;35-45
c_149;127.16;15.895;8;1.0;m;55.0;45-55
c_1490;170.04;15.458181818181817;11;1.0;m;55.0;45-55
c_1491;2276.18;14.050493827160492;162;0.0;m;38.0;35-45
c_1492;2269.98;13.431834319526628;169;0.0;m;42.0;35-45
c_1493;2065.31;15.18610294117647;136;1.0;m;75.0;65+
c_1494;2317.77;11.361617647058823;204;0.0;m;37.0;35-45
c_1495;563.54;13.417619047619047;42;1.0;m;79.0;65+
c_1496;383.66999999999996;42.629999999999995;9;2.0;f;30.0;25-35
c_1497;986.77;12.650897435897436;78;0.0;f;36.0;35-45
c_1498;1707.11;14.716465517241378;116;0.0;f;81.0;65+
c_1499;2061.97;12.72820987654321;162;0.0;m;36.0;35-45
c_15;753.81;11.250895522388058;67;0.0;f;36.0;35-45
c_150;897.8;10.816867469879517;83;0.0;m;51.0;45-55
c_1500;1932.01;14.748167938931298;131;0.0;m;50.0;45-55
c_1501;1116.32;32.832941176470584;34;1.0;m;26.0;25-35
c_1502;474.69;16.368620689655174;29;0.0;f;20.0;<25
c_1503;1477.87;12.113688524590163;122;0.0;m;38.0;35-45
c_1504;965.28;12.701052631578946;76;0.0;f;52.0;45-55
c_1505;314.97;17.498333333333335;18;0.0;f;68.0;65+
c_1506;446.15;40.559090909090905;11;2.0;m;25.0;<25
c_1507;289.15999999999997;13.769523809523808;21;1.0;m;53.0;45-55
c_1508;367.67;24.511333333333333;15;0.0;f;28.0;25-35
c_1509;937.08;24.66;38;1.0;m;30.0;25-35
c_151;318.21;17.67833333333333;18;1.0;m;58.0;55-65
c_1510;854.56;17.80333333333333;48;1.0;m;64.0;55-65
c_1511;1118.76;15.757183098591549;71;0.0;f;56.0;55-65
c_1512;653.62;14.855;44;0.0;m;51.0;45-55
c_1513;3012.63;44.30338235294118;68;2.0;m;22.0;<25
c_1514;2969.32;14.555490196078432;204;0.0;f;42.0;35-45
c_1515;2066.77;12.01610465116279;172;0.0;m;52.0;45-55
c_1516;1801.65;36.768367346938774;49;2.0;f;20.0;<25
c_1517;723.76;22.6175;32;1.0;f;30.0;25-35
c_1518;790.05;15.19326923076923;52;1.0;f;62.0;55-65
c_1519;457.84000000000003;14.307500000000001;32;0.0;m;60.0;55-65
c_152;590.4;14.76;40;0.0;m;34.0;25-35
c_1520;357.89;14.3156;25;0.0;f;45.0;35-45
c_1521;1676.32;16.11846153846154;104;0.0;m;35.0;25-35
c_1522;2050.61;15.534924242424243;132;1.0;m;64.0;55-65
c_1523;430.15999999999997;15.931851851851851;27;1.0;m;56.0;55-65
c_1524;1389.82;13.625686274509803;102;0.0;f;34.0;25-35
c_1525;919.66;18.032549019607842;51;0.0;f;59.0;55-65
c_1526;564.5899999999999;43.42999999999999;13;2.0;f;30.0;25-35
c_1527;3330.89;53.72403225806451;62;2.0;f;28.0;25-35
c_1528;660.49;12.462075471698114;53;0.0;f;41.0;35-45
c_1529;1511.42;14.532884615384615;104;0.0;m;56.0;55-65
c_153;1231.3;15.015853658536585;82;0.0;f;51.0;45-55
c_1530;750.48;46.905;16;2.0;m;22.0;<25
c_1531;1224.12;12.491020408163264;98;0.0;m;39.0;35-45
c_1532;228.62;16.330000000000002;14;1.0;f;58.0;55-65
c_1533;1239.97;11.697830188679246;106;0.0;m;52.0;45-55
c_1534;1117.05;18.933050847457626;59;1.0;m;75.0;65+
c_1535;2703.44;12.87352380952381;210;0.0;f;34.0;25-35
c_1536;1024.02;37.92666666666667;27;1.0;m;22.0;<25
c_1537;219.7;15.692857142857141;14;0.0;m;48.0;45-55
c_1538;1119.08;13.647317073170731;82;0.0;f;38.0;35-45
c_1539;2756.0499999999997;14.133589743589742;195;0.0;f;49.0;45-55
c_154;919.63;102.18111111111111;9;2.0;m;27.0;25-35
c_1540;1295.8999999999999;14.895402298850573;87;1.0;m;60.0;55-65
c_1541;1060.76;11.53;92;0.0;f;47.0;45-55
c_1542;239.47;13.303888888888888;18;0.0;f;61.0;55-65
c_1543;1380.64;18.166315789473686;76;1.0;f;68.0;65+
c_1544;1690.51;11.049084967320262;153;0.0;f;47.0;45-55
c_1545;1411.18;15.33891304347826;92;0.0;m;51.0;45-55
c_1546;436.52;14.081290322580644;31;0.0;f;64.0;55-65
c_1547;1972.04;63.61419354838709;31;2.0;m;20.0;<25
c_1548;924.13;14.43953125;64;0.0;m;36.0;35-45
c_1549;987.24;11.47953488372093;86;0.0;m;37.0;35-45
c_155;1733.05;38.51222222222222;45;2.0;f;21.0;<25
c_1550;684.72;29.770434782608696;23;1.0;m;25.0;<25
c_1551;1761.62;11.589605263157894;152;0.0;m;52.0;45-55
c_1552;1017.31;14.960441176470587;68;0.0;f;53.0;45-55
c_1553;705.58;16.408837209302327;43;0.0;m;70.0;65+
c_1554;492.05;18.925;26;1.0;m;71.0;65+
c_1555;1001.45;55.63611111111111;18;2.0;m;21.0;<25
c_1556;122.96000000000001;10.246666666666668;12;0.0;m;60.0;55-65
c_1557;83.78999999999999;9.309999999999999;9;0.0;f;48.0;45-55
c_1558;2448.08;13.8309604519774;177;0.0;m;40.0;35-45
c_1559;1603.9;29.701851851851853;54;1.0;m;31.0;25-35
c_156;1742.29;13.40223076923077;130;0.0;m;35.0;25-35
c_1560;3832.84;58.96676923076923;65;2.0;f;29.0;25-35
c_1561;771.38;20.848108108108107;37;0.0;f;20.0;<25
c_1562;559.4399999999999;13.985999999999999;40;0.0;f;69.0;65+
c_1563;455.03;18.95958333333333;24;1.0;m;77.0;65+
c_1564;1689.94;30.177500000000002;56;0.0;f;20.0;<25
c_1565;2940.5099999999998;43.24279411764706;68;1.0;m;25.0;<25
c_1566;2249.38;86.51461538461538;26;2.0;m;20.0;<25
c_1567;1403.86;15.259347826086955;92;1.0;m;58.0;55-65
c_1568;769.01;16.717608695652174;46;0.0;f;67.0;65+
c_1569;613.8199999999999;14.614761904761902;42;0.0;m;60.0;55-65
c_157;1166.04;18.807096774193546;62;1.0;m;53.0;45-55
c_1570;5285.82;14.286;370;0.0;f;45.0;35-45
c_1571;209.0;13.0625;16;0.0;f;60.0;55-65
c_1572;276.90999999999997;25.173636363636362;11;1.0;f;28.0;25-35
c_1573;2642.32;38.85764705882353;68;2.0;f;32.0;25-35
c_1574;683.99;17.538205128205128;39;0.0;m;70.0;65+
c_1575;174.22;19.357777777777777;9;1.0;f;29.0;25-35
c_1576;1720.76;17.037227722772275;101;0.0;m;68.0;65+
c_1577;930.5699999999999;44.31285714285714;21;2.0;m;27.0;25-35
c_1578;2488.69;33.18253333333333;75;1.0;m;25.0;<25
c_1579;1448.1399999999999;14.197450980392155;102;0.0;f;52.0;45-55
c_158;1355.39;16.942375000000002;80;0.0;m;71.0;65+
c_1580;119.11;13.234444444444444;9;0.0;f;45.0;35-45
c_1581;807.47;17.180212765957446;47;1.0;f;56.0;55-65
c_1582;374.99;12.499666666666666;30;0.0;f;77.0;65+
c_1583;2031.9;18.471818181818183;110;1.0;m;69.0;65+
c_1584;2317.4;14.13048780487805;164;0.0;m;33.0;25-35
c_1585;2052.27;16.68512195121951;123;1.0;m;54.0;45-55
c_1586;294.18;12.2575;24;0.0;f;65.0;55-65
c_1587;791.86;16.497083333333332;48;0.0;f;49.0;45-55
c_1588;1375.54;13.354757281553399;103;0.0;f;46.0;45-55
c_1589;254.18;19.552307692307693;13;1.0;m;71.0;65+
c_159;1567.99;34.84422222222222;45;1.0;m;27.0;25-35
c_1590;2258.33;41.82092592592593;54;2.0;f;20.0;<25
c_1591;25.96;6.49;4;0.0;f;86.0;65+
c_1592;1433.55;23.8925;60;1.0;m;27.0;25-35
c_1593;1378.9199999999998;25.535555555555554;54;0.0;m;31.0;25-35
c_1594;1084.4;13.555000000000001;80;0.0;m;41.0;35-45
c_1595;3203.29;15.54995145631068;206;0.0;f;51.0;45-55
c_1596;1830.1399999999999;30.502333333333333;60;1.0;f;30.0;25-35
c_1597;1383.3799999999999;17.511139240506328;79;1.0;f;67.0;65+
c_1598;1922.9099999999999;12.734503311258278;151;0.0;m;39.0;35-45
c_1599;266.06;12.66952380952381;21;0.0;m;59.0;55-65
c_16;236.52;14.7825;16;0.0;f;54.0;45-55
c_160;777.75;13.888392857142858;56;0.0;f;46.0;45-55
c_1600;1539.6;13.38782608695652;115;0.0;m;52.0;45-55
c_1601;360.4;12.87142857142857;28;1.0;m;75.0;65+
c_1602;271.02;11.783478260869565;23;0.0;f;33.0;25-35
c_1603;154.74;15.474;10;1.0;f;57.0;55-65
c_1604;410.07;31.543846153846154;13;0.0;f;22.0;<25
c_1605;596.3;16.563888888888886;36;0.0;m;29.0;25-35
c_1606;631.54;26.314166666666665;24;1.0;f;68.0;65+
c_1607;438.74;9.537826086956523;46;0.0;f;46.0;45-55
c_1608;1745.27;19.609775280898877;89;1.0;f;59.0;55-65
c_161;4542.42;13.166434782608697;345;0.0;f;41.0;35-45
c_1610;253.89000000000001;14.934705882352942;17;0.0;f;35.0;25-35
c_1611;2758.27;14.291554404145078;193;0.0;m;43.0;35-45
c_1612;949.71;13.763913043478261;69;1.0;m;62.0;55-65
c_1613;546.32;12.416363636363638;44;0.0;m;43.0;35-45
c_1614;546.65;39.04642857142857;14;2.0;m;30.0;25-35
c_1615;1742.12;13.826349206349205;126;0.0;m;34.0;25-35
c_1616;1332.22;19.031714285714287;70;1.0;m;67.0;65+
c_1617;247.89000000000001;12.3945;20;0.0;f;50.0;45-55
c_1618;803.54;15.755686274509804;51;0.0;m;68.0;65+
c_1619;1506.1;35.02558139534884;43;1.0;f;20.0;<25
c_162;2625.08;43.751333333333335;60;1.0;m;30.0;25-35
c_1620;1432.7;20.763768115942028;69;0.0;f;30.0;25-35
c_1621;2710.48;12.433394495412845;218;0.0;f;40.0;35-45
c_1622;647.14;20.223125;32;0.0;m;65.0;55-65
c_1623;1436.76;46.347096774193545;31;2.0;f;27.0;25-35
c_1624;28.54;28.54;1;1.0;m;32.0;25-35
c_1625;721.71;13.879038461538462;52;0.0;m;40.0;35-45
c_1626;2768.87;40.12855072463768;69;2.0;f;25.0;<25
c_1627;1449.52;15.928791208791209;91;1.0;m;69.0;65+
c_1628;1315.37;13.153699999999999;100;0.0;m;40.0;35-45
c_1629;702.13;11.900508474576272;59;0.0;f;33.0;25-35
c_163;2021.53;16.846083333333333;120;1.0;m;61.0;55-65
c_1630;211.91;13.244375;16;0.0;f;73.0;65+
c_1631;2037.99;14.985220588235293;136;0.0;f;43.0;35-45
c_1632;518.04;14.801142857142857;35;0.0;m;20.0;<25
c_1633;817.52;15.139259259259259;54;1.0;m;79.0;65+
c_1634;3022.6;64.31063829787234;47;2.0;m;20.0;<25
c_1635;453.76;15.646896551724138;29;1.0;f;36.0;35-45
c_1636;4883.5599999999995;13.343060109289617;366;0.0;m;35.0;25-35
c_1637;4798.83;12.496953125;384;0.0;f;36.0;35-45
c_1638;1273.3899999999999;15.720864197530863;81;0.0;m;51.0;45-55
c_1639;630.89;16.176666666666666;39;0.0;m;38.0;35-45
c_164;1389.27;19.03109589041096;73;1.0;f;63.0;55-65
c_1640;3217.25;48.746212121212125;66;1.0;m;20.0;<25
c_1641;102.41999999999999;25.604999999999997;4;1.0;f;29.0;25-35
c_1642;2531.77;55.03847826086957;46;2.0;m;28.0;25-35
c_1643;1236.26;13.736222222222223;90;0.0;f;38.0;35-45
c_1644;285.59999999999997;15.866666666666665;18;1.0;m;80.0;65+
c_1645;874.04;15.891636363636364;55;1.0;f;57.0;55-65
c_1646;850.54;12.150571428571428;70;0.0;f;42.0;35-45
c_1647;478.79;21.76318181818182;22;1.0;f;56.0;55-65
c_1648;805.6;10.462337662337662;77;0.0;m;40.0;35-45
c_1649;1551.89;67.47347826086957;23;2.0;m;31.0;25-35
c_165;722.8299999999999;55.60230769230769;13;2.0;m;28.0;25-35
c_1650;365.13;10.739117647058823;34;0.0;m;50.0;45-55
c_1651;710.48;39.471111111111114;18;2.0;m;23.0;<25
c_1652;1753.11;12.007602739726027;146;0.0;f;35.0;25-35
c_1653;1914.0;59.8125;32;2.0;m;20.0;<25
c_1654;65.14999999999999;8.143749999999999;8;0.0;f;55.0;45-55
c_1655;158.14;19.7675;8;1.0;m;54.0;45-55
c_1656;1407.99;13.282924528301887;106;0.0;f;42.0;35-45
c_1657;2452.7799999999997;16.03124183006536;153;1.0;f;53.0;45-55
c_1658;188.57999999999998;9.428999999999998;20;0.0;f;58.0;55-65
c_1659;715.67;14.3134;50;0.0;m;39.0;35-45
c_166;1708.3899999999999;17.0839;100;1.0;f;57.0;55-65
c_1660;252.28;31.535;8;0.0;m;30.0;25-35
c_1661;749.27;23.4146875;32;0.0;m;25.0;<25
c_1662;771.61;14.029272727272728;55;0.0;m;33.0;25-35
c_1663;723.04;16.814883720930233;43;1.0;f;53.0;45-55
c_1664;1003.41;11.945357142857143;84;0.0;f;44.0;35-45
c_1665;1260.32;12.6032;100;0.0;m;35.0;25-35
c_1666;1695.18;17.123030303030305;99;1.0;m;73.0;65+
c_1667;806.78;12.411999999999999;65;0.0;m;48.0;45-55
c_1668;2504.81;19.26776923076923;130;1.0;m;75.0;65+
c_1669;1811.89;38.55085106382979;47;2.0;m;20.0;<25
c_167;312.45;19.528125;16;1.0;f;68.0;65+
c_1670;1079.82;35.994;30;0.0;f;27.0;25-35
c_1671;608.3;12.672916666666666;48;0.0;f;44.0;35-45
c_1672;1541.49;48.1715625;32;2.0;f;32.0;25-35
c_1673;1477.68;12.62974358974359;117;0.0;f;36.0;35-45
c_1674;1675.76;55.858666666666664;30;2.0;f;24.0;<25
c_1675;33.42;5.57;6;0.0;f;24.0;<25
c_1676;599.3;16.647222222222222;36;1.0;f;59.0;55-65
c_1677;908.51;15.398474576271186;59;0.0;f;71.0;65+
c_1678;2092.31;12.604277108433735;166;0.0;m;44.0;35-45
c_1679;1150.02;17.692615384615383;65;1.0;f;62.0;55-65
c_168;566.64;15.314594594594594;37;0.0;m;35.0;25-35
c_1680;461.74;13.992121212121212;33;0.0;m;57.0;55-65
c_1681;924.51;14.44546875;64;1.0;f;54.0;45-55
c_1682;1231.09;32.39710526315789;38;1.0;f;21.0;<25
c_1683;2456.66;16.82643835616438;146;0.0;f;33.0;25-35
c_1684;943.11;42.86863636363636;22;2.0;f;32.0;25-35
c_1685;859.3;16.21320754716981;53;0.0;m;47.0;45-55
c_1686;917.1999999999999;15.036065573770491;61;1.0;m;53.0;45-55
c_1687;732.43;14.947551020408163;49;0.0;f;62.0;55-65
c_1688;965.88;14.204117647058823;68;0.0;m;43.0;35-45
c_1689;1105.85;65.05;17;2.0;m;27.0;25-35
c_169;1906.1399999999999;13.237083333333333;144;0.0;f;45.0;35-45
c_1690;1599.22;19.038333333333334;84;1.0;f;69.0;65+
c_1691;705.75;14.403061224489797;49;0.0;f;42.0;35-45
c_1692;688.45;22.208064516129035;31;0.0;f;20.0;<25
c_1693;1103.32;14.51736842105263;76;0.0;f;36.0;35-45
c_1694;1141.15;14.44493670886076;79;0.0;f;46.0;45-55
c_1695;2475.7999999999997;19.966129032258063;124;1.0;f;60.0;55-65
c_1696;1700.09;11.333933333333333;150;0.0;f;37.0;35-45
c_1697;625.64;16.042051282051283;39;1.0;f;72.0;65+
c_1698;1729.4;15.721818181818183;110;1.0;f;68.0;65+
c_1699;190.6;12.706666666666667;15;0.0;f;40.0;35-45
c_17;394.13;11.260857142857143;35;0.0;m;48.0;45-55
c_170;735.8199999999999;13.139642857142857;56;0.0;f;38.0;35-45
c_1700;868.73;17.72918367346939;49;0.0;m;35.0;25-35
c_1701;1895.22;12.805540540540541;148;0.0;f;43.0;35-45
c_1702;752.9599999999999;32.737391304347824;23;0.0;m;30.0;25-35
c_1703;3558.54;13.530570342205323;263;0.0;f;36.0;35-45
c_1704;801.4399999999999;15.714509803921567;51;0.0;f;64.0;55-65
c_1705;656.48;17.27578947368421;38;1.0;m;77.0;65+
c_1706;301.33;14.349047619047619;21;0.0;m;70.0;65+
c_1707;1237.9199999999998;37.51272727272727;33;1.0;m;28.0;25-35
c_1708;3474.27;13.5713671875;256;0.0;m;49.0;45-55
c_1709;625.18;14.539069767441859;43;0.0;f;57.0;55-65
c_171;384.19;18.294761904761906;21;0.0;m;59.0;55-65
c_1710;1168.3799999999999;43.273333333333326;27;0.0;f;32.0;25-35
c_1711;667.7;16.692500000000003;40;0.0;m;56.0;55-65
c_1712;975.06;18.397358490566038;53;1.0;f;57.0;55-65
c_1713;1628.66;12.528153846153847;130;0.0;m;43.0;35-45
c_1714;2480.08;13.405837837837838;185;0.0;m;34.0;25-35
c_1715;1103.37;35.592580645161284;31;2.0;f;24.0;<25
c_1716;2236.33;13.232721893491124;169;0.0;f;47.0;45-55
c_1717;1125.77;10.721619047619047;105;0.0;m;37.0;35-45
c_1718;2617.2599999999998;12.643768115942027;207;0.0;f;51.0;45-55
c_1719;509.78999999999996;13.778108108108107;37;1.0;m;53.0;45-55
c_172;1356.53;19.379;70;1.0;m;62.0;55-65
c_1720;310.53999999999996;22.18142857142857;14;1.0;m;28.0;25-35
c_1721;523.48;20.9392;25;1.0;f;55.0;45-55
c_1722;2071.93;16.44388888888889;126;1.0;f;60.0;55-65
c_1723;1466.29;17.88158536585366;82;0.0;f;74.0;65+
c_1724;3447.89;13.312316602316601;259;0.0;f;39.0;35-45
c_1725;1497.6;12.077419354838709;124;0.0;m;40.0;35-45
c_1726;846.78;18.40826086956522;46;1.0;m;59.0;55-65
c_1727;292.48;16.24888888888889;18;0.0;f;53.0;45-55
c_1728;1361.53;12.048938053097345;113;0.0;m;49.0;45-55
c_1729;435.90999999999997;12.820882352941176;34;0.0;f;54.0;45-55
c_173;71.53999999999999;23.846666666666664;3;1.0;f;66.0;65+
c_1730;632.69;14.71372093023256;43;1.0;m;58.0;55-65
c_1731;322.25;11.935185185185185;27;0.0;f;50.0;45-55
c_1732;619.91;16.754324324324323;37;1.0;f;71.0;65+
c_1733;122.97999999999999;17.568571428571428;7;1.0;m;76.0;65+
c_1734;4095.88;13.607574750830565;301;0.0;f;44.0;35-45
c_1735;743.15;16.889772727272728;44;0.0;m;71.0;65+
c_1736;914.06;26.116;35;1.0;m;58.0;55-65
c_1737;1371.6399999999999;12.700370370370369;108;0.0;m;51.0;45-55
c_1738;760.14;36.19714285714286;21;1.0;f;27.0;25-35
c_1739;1744.3899999999999;15.858090909090908;110;1.0;f;60.0;55-65
c_174;317.37;13.22375;24;0.0;m;33.0;25-35
c_1740;565.06;14.126499999999998;40;0.0;m;56.0;55-65
c_1741;578.15;15.214473684210526;38;0.0;f;57.0;55-65
c_1742;103.64;17.273333333333333;6;0.0;m;69.0;65+
c_1743;1607.81;16.406224489795918;98;1.0;m;54.0;45-55
c_1744;4174.97;12.88570987654321;324;0.0;m;37.0;35-45
c_1745;1011.13;84.26083333333334;12;1.0;f;22.0;<25
c_1746;1609.8;32.196;50;1.0;m;30.0;25-35
c_1747;2320.7599999999998;13.337701149425286;174;0.0;f;36.0;35-45
c_1748;1990.46;17.012478632478633;117;1.0;f;53.0;45-55
c_1749;106.03;11.78111111111111;9;0.0;m;58.0;55-65
c_175;674.89;14.671521739130435;46;1.0;m;54.0;45-55
c_1750;820.18;16.403599999999997;50;1.0;m;58.0;55-65
c_1751;3044.13;37.123536585365855;82;1.0;f;23.0;<25
c_1752;1725.58;11.738639455782312;147;0.0;m;46.0;45-55
c_1753;402.38;44.708888888888886;9;2.0;m;30.0;25-35
